year,title,company_name,language,event_type,performance_start_date,performance_end_date,venue_block_number,venue_street_name,venue_floor_number,venue_unit_number,venue_building_name,synopsis,rating_decision,consumer_advice
2018,CONTRADICTION XIV,"CHAN MAN YI, STEPHANIE",ENGLISH,PLAY READING/POETRY READING/RECITAL,25/08/18,25/08/18,6,SARKIES ROAD,na,na,PORTOFINO,"""ContraDiction"" is an annual literary-reading and music event held as part of IndigNation. This year’s edition, ""ContraDiction XIV"", presents poetry and stories, as well as music, created by young artists from the LGBTQ community in Singapore.",Advisory 16,Some Mature Content
2018,AN EVENING OF WONDER,LAU SIANG CHI,ENGLISH,PLAY READING/POETRY READING/RECITAL,22/09/18,22/09/18,96,WATERLOO STREET,na,na,na,"Storytelling session featuring 6 performers telling one story each. The stories are:

1. The Singing Turtle (by Ignatius Ng)
2. The Doomed Prince (by Juriah Atan)
3. Of Snakes & Men (by Lau Siang Chi)
4. The Foolish Old Man (by Louisa Ong)
5. The Wings Of Change (by Nandini Nagpal)
6. I-Am-Coming (by Tham Suet Lai)",General,na
2018,TRANSIT III 2018,ATIQ ILYAS LUKMAN,ENGLISH,PLAY READING/POETRY READING/RECITAL,10/8/2018,10/8/2018,106,ROWELL ROAD,na,na,na,"TransIt III 2018 is the third installation of the annual performance showcase by transgender and non-binary  performers. It features spoken word poetry, music performances (which include original and cover songs), as well as an open dialogue on gender. It is held as part of IndigNation, Singapore’s “LGBTIQ+ Pride Season”.",R18,Transgender Theme
2018,GREEN IS THE COLOUR OF MY HEART,MARC DANIEL NAIR,ENGLISH,PLAY READING/POETRY READING/RECITAL,13/10/18,13/10/18,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,"“Green is the Colour of Your Heart” is a multi-disciplinary performance featuring poems by Marc Nair, music by .gif and visuals by Wu Jun Han. The concept of the performance is that of bringing an album to life, where 13 poems act as songs to an album.",Advisory 16,Some Mature Content
2018,RAPATSENI: BAGAI ALUN DENGAN GENDANG,ARTS HOUSE LTD.,MALAY,PLAY READING/POETRY READING/RECITAL,8/12/2018,8/12/2018,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,"""Rapatseni: Bagai Alun Dengan Gendang"" is a poetry reading event consisting of Malay poems which will be performed in accompaniment with Malay musical instruments. It will feature a total of 7 works by local poets Rafaat Haji Hamzah, Dr. Sa’eda Bte Buang and Suratman Markasan.",Advisory,Some Mature Content
2018,ARTSCIENCE LATE,MARINA BAY SANDS PTE. LTD.,ENGLISH,MULTI-DISCIPLINARY ART,15/11/18,15/11/18,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,"This instalment of ArtScience Late features a dance performance by Beijing-based TAO Dance Theatre who will be presenting ""Weight x 3"", a trio of contemporary dance pieces set to the music of American composer Steve Reich.",General,na
2018,GLOBAL MIGRANT FESTIVAL,SHIVAJI DAS,ENGLISH,PLAY READING/POETRY READING/RECITAL,16/12/18,16/12/18,na,ST. ANDREW'S ROAD,na,na,NATIONAL GALLERY SINGAPORE,Indoor event featuring poetry recitals; poetry competition; live singing and a short skit performance.,Advisory,Some Mature Content
2018,GLOBAL MIGRANT FESTIVAL,SHIVAJI DAS,ENGLISH,OTHERS,16/12/18,16/12/18,1,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,Indoor event featuring some poetry recitals and live singing of Bengali folk songs.,General,na
2018,HAYAT,THE NECESSARY STAGE LTD,ENGLISH,Play,17/01/18,20/01/18,42,WATERLOO STREET,2,na,na,"“Hayat” is a 40-minute indoor physical theatre performance by Pink Gajah Theatre, presented as part of the M1 Fringe Festival 2018. The performance is a reflection about mortality incorporating ritual, texts and movement.",Advisory,Some Mature Content
2018,KUMAR 50!,DREAM ACADEMY PRODUCTIONS PTE. LTD.,ENGLISH,Play,28/02/18,11/3/2018,17,STAMFORD ROAD,na,na,CAPITOL THEATRE,"“Kumar 50!” is a stand-up comedy performance by local comedian Kumar, in celebration of his 50th birthday.",R18,Mature Content and Coarse Language
2018,AGNES OF GOD,SHARMILA MELISSA YOGALINGAM,ENGLISH,Play,26/05/18,27/05/18,20,MERBAU ROAD,na,na,na,"“Agnes of God” is about a novice Catholic nun, Sister Agnes, who is charged with infanticide of her new-born baby, which she has no memory of conceiving or giving birth to. Dr Martha Livingstone, a psychiatrist, is assigned to determine if Agnes is “legally sane”.",Advisory 16,Mature Content
2018,FORKED,THE NECESSARY STAGE LTD,ENGLISH,Play,25/01/18,27/01/18,80,BENCOOLEN STREET,3,na,na,"""Forked"" is a play that explores notions of racial stereotyping and discrimination as experienced and encountered by a Singaporean in the United Kingdom (UK).",Advisory 16,Some Mature Content and Coarse Language
2018,ATTEMPTS,THE NECESSARY STAGE LTD,ENGLISH,Play,24/01/18,27/01/18,42,WATERLOO STREET,1,na,na,"""Attempts"" is a multi-disciplinary participatory theatre performance developed in residence at Centre 42 by Rei Poh, presented as part of the M1 Fringe Festival 2018. The performance features non-linear narratives and audience participants will be taken along an adventure-like quest involving artificial intelligence, guided by facilitators.",Advisory,Some Mature Content
2018,ONE THOUSAND MILLENNIALS CRYING,THE NECESSARY STAGE LTD,ENGLISH,Play,27/01/18,27/01/18,1,ESPLANADE DRIVE,6,na,ESPLANADE - THEATRES ON THE BAY,"One Thousand Millennials Crying” is a play about a group of millennials who are celebrating Halloween together at Steven’s house. At the gathering, they talk about their lives, their friendship as well as the frustrations they face. The gathering takes an interesting turn towards the end as they share more about themselves.",Advisory,Some Mature Content and Coarse Language
2018,DOES THIS WORK FOR YOU?,THE NECESSARY STAGE LTD,ENGLISH,Play,28/01/18,28/01/18,1,ESPLANADE DRIVE,6,na,ESPLANADE - THEATRES ON THE BAY,"""Does This Work For You?"" is a physical theatre performance, presented by The Nervous System, part of the M1 Fringe Festival 2018. The performance focusses on discussing workplace discrimination and the ability to triumph in the face of challenges. The performance also aims to recalibrate the way individuals view social norms and stigmas.",Advisory 16,Mature Content and Some Coarse Language
2018,FOUR HORSE ROAD,THE THEATRE PRACTICE LTD.,OTHERS,Play,4/4/2018,29/04/18,na,na,na,na,na,"“Four Horse Road”, a multilingual performance inspired by historical events that happened along Waterloo Street in the past. The performance will be staged across different indoor and outdoor locations located at The Theatre Practice's premise and two other heritage buildings in its vicinity.",Advisory 16,Some Mature Content and Coarse Language
2018,DRAGONFLIES,PANGDEMONIUM THEATRE COMPANY LTD.,ENGLISH,Play,18/05/18,3/6/2018,9,EMPRESS PLACE,na,na,VICTORIA THEATRE,"The play “Dragonflies” is set in 2021, and revolves around the theme of people migrating in search of better lives, amidst global anti-foreigner sentiment and the deteriorating environment resulting from climate change.",Advisory 16,Some Mature Content and Coarse Language
2018,LEGALLY BLONDE,BASE ENTERTAINMENT MARINA BAY SUB PTE. LTD.,ENGLISH,Play,10/5/2018,27/05/18,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,"“Legally Blonde” is a musical based on the 2001 American comedy film, adapted from the novel with the same title by Amanda Brown. The plot is similar to the film, which follows Elle Woods, trying to win back the heart of her ex-boyfriend, Warner Huntington, by becoming a law student at Harvard.",Advisory,Some Mature Content
2018,OFF CENTRE,THE NECESSARY STAGE LTD,ENGLISH,Play,7/2/2019,17/02/19,9,EMPRESS PLACE,na,na,VICTORIA THEATRE,"“Off Centre” is a play by local playwright, Haresh Sharma. The play examines the stigma and prejudice faced by the mentally ill in Singapore as seen through the eyes of two mental patients, Vinod and Saloma.",Advisory 16,Mature Content
2018,GINA YASHERE LIVE IN SINGAPORE,THE COMEDY CLUB PTE. LTD.,ENGLISH,Play,3/2/2018,4/2/2018,28,ALIWAL STREET,na,na,na,"“Gina Yashere Live in Singapore” features a one-woman stand-up comedy act by popular British comedian, Gina Yashere.",Advisory 16,Mature Content and Coarse Language
2018,SINGAPORE INTERNATIONAL FESTIVAL OF THE ARTS (SIFA)TAHA,ARTS HOUSE LTD.,ENGLISH,Play,4/5/2018,5/5/2018,20,MERBAU ROAD,na,na,na,"“Taha” is a The one-man play that is based on the life and poetry on the Palestinian poet, Taha Muhammad Ali. It is set in the Palestine-Israel region and it chronicles Taha’s life: from the time his parents married and tried to have children, to his growing-up years and his first love; to having to flee to his hometown due to conflict in the region and becoming a poet.",General,na
2018,JULIUS CAESAR - SHAKESPEARE IN THE PARK,SINGAPORE REPERTORY THEATRE LTD,ENGLISH,Play,2/5/2018,27/05/18,na,COX TERRACE,na,na,FORT CANNING CULTURAL CENTRE,"This outdoor performance is a modern adaptation of the Shakespearean play ""Julius Caesar"".",General,na
2018,THICK BEATS FOR GOOD GIRLS,CHECKPOINT THEATRE LIMITED,ENGLISH,Play,5/4/2018,22/04/18,100,VICTORIA STREET,na,na,NATIONAL LIBRARY BUILDING,"“Thick Beats for Good Girls” is written and performed by local performance-poet Pooja Nansi and Australian playwright Jessica Bellamy. Directed and dramaturged by Huzir Sulaiman, the performance comprises cover rap songs, original poems, rhymes and musings. In essence, the content reflects how hip hop has influenced Nansi and Bellamy’s lives growing up as Hindu and Jewish girls in their respective conservative communities; discovering and embracing their sexuality; and dealing with relationships, patriarchy and feminism.",R18,Mature Content and Coarse Language
2018,SINGAPORE INTERNATIONAL FESTIVAL OF THE ARTS (SIFA) - 1984,ARTS HOUSE LTD.,ENGLISH,Play,26/04/18,29/04/18,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"A stage adaptation of George Orwell’s novel by the same name, ""1984"" is set in a fictitious dystopian state, Oceania, where a totalitarian government keeps an invasive and malevolent watchful eye on all the activities
of its citizens.",Advisory,Some Mature Content
2018,SINGAPORE INTERNATIONAL FESTIVAL OF THE ARTS (SIFA) - ENEMY OF THE PEOPLE,ARTS HOUSE LTD.,OTHERS,Play,11/5/2018,12/5/2018,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"Adapted from Henrik Ibsen’s original play by German playwright Florian Borchmeyer, “Enemy of the People” follows the journey of Dr Stockmann as he seeks to inform the town folks that the spa waters which his town depends on for tourism has been contaminated by industrial waste, and the persecution he faces when his attempts to expose the issue poses a threat to the economic prosperity of the town.",General,na
2018,DESPERATE EXPAT WIVES OF SINGAPORE,PLAY ACTING PERFORMANCE CENTRE PTE. LTD.,ENGLISH,Play,8/2/2018,10/2/2018,90,GOODMAN ROAD,na,na,GOODMAN ARTS CENTRE,"“Desperate Expat Wives of Singapore” is a satire about expatriate women in Singapore. Over the course of the play, various cultural assumptions, practices and prejudices, particularly those held by expatriate Indian women, are brought to the fore.",Advisory 16,Mature Content and Coarse Language
2018,KIM CHI & NAOMI SMALLS - LIVE IN SINGAPORE,LA COMEDY LIVE PTE. LTD.,ENGLISH,Play,4/3/2018,4/3/2018,1,STADIUM WALK,na,na,KALLANG THEATRE,"Stand-up comedy performance by drag queens Kim Chi, Naomi Smalls and Lady Bunny.",R18,Mature Content and Coarse Language
2018,LOL STARS FEAT ROHAN JOSHI,LA COMEDY LIVE PTE. LTD.,ENGLISH,Play,25/02/18,25/02/18,1,MARINA BOULEVARD,na,na,ONE MARINA BOULEVARD,Stand-up comedy performance by Indian comedian Rohan Joshi.,Advisory,Some Mature Content and Coarse Language
2018,THE VAGINA MONOLOGUES ????,RUBIK'S CUBE THEATRE PRIVATE LIMITED,CHINESE,Play,21/02/18,25/02/18,100,VICTORIA STREET,5,na,NATIONAL LIBRARY BUILDING,"Adapted from the original script in English by Eve Ensler, “The Vagina Monologues” is a Mandarin play consisting of personal monologues that deal with various feminine experiences, such as love, sex, orgasm, birth, violence against women etc., that are closely related to the physical aspects of the vagina.",R18,Mature Content and Strong Language
2018,THE MARRIED GUY,ALOK KUMAR SARDA,ENGLISH,Play,12/1/2018,12/1/2018,5,KOEK ROAD,na,na,CUPPAGE PLAZA,Stand-up comedy performance by Indian comedian Amit Tandon.,General,na
2018,SINGAPORE INTERNATIONAL FESTIVAL OF THE ARTS (SIFA) - A DREAM UNDER THE SOUTHERN BOUGH BY TOY FACTORY PRODUCTIONS,ARTS HOUSE LTD.,CHINESE,Play,4/5/2018,6/5/2018,1,ZUBIR SAID DRIVE,na,na,na,"""A Dream Under the Southern Bough"" is an adaptation of the Chinese classic text by Tang Xianzu, a distinguished playwright from the Ming Dynasty. The entire play will be performed in three instalments, with the first part being performed in 2018.",General,na
2018,SINGAPORE INTERNATIONAL FESTIVAL OF THE ARTS (SIFA) - THE MONUMENTS SERIES 0600,ARTS HOUSE LTD.,ENGLISH,Play,28/04/18,12/5/2018,1,ST. ANDREW'S ROAD,na,na,NATIONAL GALLERY SINGAPORE,"“The Monuments Series 0600” is a multilingual mixed media cum interactive presentation centring on the topic of capital punishment in Singapore. The event will also include an interactive tour of parts of the former Supreme Court and City Hall, now the National Gallery Singapore.",Advisory 16,Mature Content
2018,"LIU SAN JIE, THE MUSICAL ????? ?????",UNUSUAL ENTERTAINMENT PTE. LTD.,CHINESE,Play,24/03/18,24/03/18,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,"Indoor performance of the Chinese classic musical ""Liu San Jie"".",General,na
2018,LOL STARS FEAT ZAKIR KHAN - LIVE IN SINGAPORE,LA COMEDY LIVE PTE. LTD.,ENGLISH,Play,31/03/18,31/03/18,100,BEACH ROAD,na,na,SHAW TOWERS,Indoor stand-up comedy performance by Indian comedian Zakir Khan.,Advisory,Some Coarse Language
2018,THE LION KING,BASE ENTERTAINMENT MARINA BAY SUB PTE. LTD.,ENGLISH,Play,27/06/18,23/09/18,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,"Based on the 1994 Disney animated film of the same name, “The Lion King” is a musical adaptation about Simba the lion cub, and the trials he faces before gaining his rightful place as King of the Pridelands.",General,na
2018,THE SECRET,BASE ENTERTAINMENT MARINA BAY SUB PTE. LTD.,CHINESE,Play,6/4/2018,15/04/18,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,“The Secret” is a musical adaptation of the similarly titled film by Chinese pop star Jay Chou. The storyline revolves around music students Xianglun and Xiaoyu and involves time travel.,General,na
2018,WANDERING HEART,PRINSEP STREET PRESBYTERIAN CHURCH,ENGLISH,Play,3/2/2018,4/2/2018,190,DUNEARN ROAD,na,na,SINGAPORE CHINESE GIRLS' SCHOOL,"“Wandering Heart” is a musical that revolves around the themes of family, friendship, repentance, forgiveness, homecoming, and redemption. A modern-day biblical parable of the prodigal son, two estranged brothers and their families find reconciliation and rediscover what true Christian living really means through a chain of events.",General,na
2018,SUB II: THE ART OF EXPLOITATION,UNDERGROUND THEATRE,ENGLISH,Play,3/3/2018,4/3/2018,45,ARMENIAN STREET,na,na,na,"“Sub II: The Art of Exploitation” is a play that revolves around the themes of identity, acceptance, and value in a community of underground subcultures such as metal, punk, skinhead, and, to a lesser extent, emo and goth.",Advisory,Some Mature Content and Coarse Language
2018,TRANSACTION OF HOLLOWS,SHANGHART PTE. LTD.,ENGLISH,Play,25/01/18,26/01/18,9,LOCK ROAD,2,21,GILLMAN BARRACKS,An indoor durational performance art performance that attempts to explore humankind's desire for war and love by shooting hundreds of bamboo arrows without specific targets in a given space.,General,na
2018,A DATE WITH DWAYNE - LET'S GO STEADY,DWAYNE LAU WEI'AN,ENGLISH,Play,23/02/18,24/02/18,2,ANG MO KIO DRIVE,na,na,ITE COLLEGE CENTRAL,Indoor play featuring different expressions of love.,Advisory,Some Mature Content.
2018,BUILDING A CHARACTER,WILD RICE LTD,ENGLISH,Play,5/7/2018,8/7/2018,1,MCNALLY STREET,na,na,LASALLE COLLEGE OF THE ARTS,"“Building A Character” is a one-woman performance by local artist, Rebekah Sangeetha Dorai. Drawing inspiration from Constantin Stanislavski’s book on his method for learning the art of acting of the same title, “Building A Character”, the play explores issues such as family, racism, role-playing, etc.",Advisory,Some Mature Content
2018,DBS PRESENTS: THE FUNNY IN MONEY,TSLA INDUSTRIES PTE. LTD.,ENGLISH,Play,3/2/2018,3/2/2018,93,STAMFORD ROAD,na,na,NATIONAL MUSEUM OF SINGAPORE,Comedy performance by three local comedians on cashless society.,General,na
2018,"BOTH SIDES, NOW - EXIT",DRAMA BOX LTD.,OTHERS,Play,21/03/18,24/03/18,11,TELOK BLANGAH CRESCENT,na,na,na,Outdoor forum theatre performance exploring end-of-life issues.,General,na
2018,WADON,MUHAMAD SHAHRIZAL BIN MOHD,MALAY,Play,26/01/18,28/01/18,90,GOODMAN ROAD,na,na,GOODMAN ARTS CENTRE,"""Wadon"" is a Malay comedy play that follows the story of three women, each with a different set of personal issues, as they try to change their ill-fated lives.",General,na
2018,"BOTH SIDES, NOW - EXIT",DRAMA BOX LTD.,OTHERS,Play,14/03/18,17/03/18,111,YISHUN RING ROAD,na,na,(BASKETBALL COURT),Outdoor multidisciplinary programme exploring the theme of living and dying.,General,na
2018,TALK TO ME AND I SLAP YOU,CHAN SZE WEI,ENGLISH,Play,24/02/18,25/02/18,45,ARMENIAN STREET,na,na,na,"""Talk To Me and I Slap You"" is a 60-minute improvisational and interactive theatre performance. The performance threads together live audience encounters with funny and frightening stories of domestic violence, authority, gender and sensuality.",Advisory 16,Some Mature Content
2018,CHOOTI MALLI PODI MALLI,TAPRO EVENTS LLP,OTHERS,Play,4/3/2018,4/3/2018,1,STRAITS BOULEVARD,na,na,SINGAPORE CHINESE CULTURAL CENTRE,"Stand-up comedy act in Sinhalese by popular Sri Lankan presenters, Kalugamage Gaminda Priyaviraj and Suswe Hewage Suneth Chitthrandanda.",General,na
2018,THE VAGINA MONOLOGUES,PLAY ACTING PERFORMANCE CENTRE PTE. LTD.,ENGLISH,Play,6/3/2018,7/3/2018,90,GOODMAN ROAD,na,na,GOODMAN ARTS CENTRE,"“The Vagina Monologues” is an English play consisting of personal monologues that deal with various feminine experiences, such as love, sex (including same-gender sex), orgasm, birth, violence against women, etc., that are closely related to the physical aspects of the vagina.",R18,Mature Content and Strong Language
2018,THE MOON IS LESS BRIGHT,THE SECOND BREAKFAST COMPANY LTD.,ENGLISH,Play,31/05/18,3/6/2018,100,VICTORIA STREET,5,na,NATIONAL LIBRARY BUILDING,"“The Moon Is Less Bright” is a play revolving around class divides between farmers and city folks, set along the outskirts of Singapore during the Japanese Occupation.",General,na
2018,SHARUL CHANNA IS A POTTYMOUTH,SHARUL CHANNA,ENGLISH,Play,10/3/2018,11/3/2018,100,VICTORIA STREET,5,na,NATIONAL LIBRARY BUILDING,“Sharul Channa is a Pottymouth” is a 75-minute stand-up comedy performance featuring Singaporean-Indian female comedian Sharul Channa.,Advisory,Some Mature Content and Coarse Language
2018,HOLD MY HAND,ST ANDREW'S CATHEDRAL MANDARIN CONGREGATION,CHINESE,Play,31/03/18,31/03/18,13,STAMFORD ROAD,na,na,CAPITOL PIAZZA,“Hold My Hand” is a Mandarin Christian musical based on the emotional and spiritual journey of a mother who lost both her sons in a car accident several years ago.,Advisory 16,Some Mature Content
2018,"DISINI VISUAL ARTS FESTIVAL IN PARTNERSHIP WITH GILLMAN BARRACKS SUPPORTED BY NATIONAL ARTS COUNCIL, ECONOMIC DEVELOPMENT BOARD AND JURONG TOWN COUNCIL",CHAN HORI CONTEMPORARY PTE. LTD.,ENGLISH,Play,26/01/18,26/01/18,9,LOCK ROAD,na,na,GILLMAN BARRACKS,Outdoor visual arts performance.,General,na
2018,SINGAPORE INTERNATIONAL FESTIVAL OF THE ARTS (SIFA) - OCTAVIA E. BUTLER?S PARABLE OF THE SOWER BY TOSHI REAGON (USA),ARTS HOUSE LTD.,ENGLISH,Play,4/5/2018,5/5/2018,9,EMPRESS PLACE,na,na,VICTORIA THEATRE,"“Parable of the Sower”, an opera written by Toshi and Bernice Johnson Reagan, is based on the book by the late American science fiction writer, Octavia Butler, by the same title. The opera combines African-American spiritual, soul, rock-and-roll and folk music. The story is about the spiritual awakening of teenager Lauren Olamina, the daughter of a Baptist preacher who has hyperempathy (the ability to feel pain and other sensations she witnesses). Lauren is a teenager who grows up in a gated and safe community and violence and lawless grow with each passing day in a futuristic dystopian America. One day, the community’s security becomes compromised and her family is murdered, forcing her to travel aimlessly with other survivors. As she journeys with others, she becomes the founder of a new belief system called Earthseed.",General,na
2018,ON THE ROAD AGAIN BY LEE WEN,LEE WEN,ENGLISH,Play,20/01/18,20/01/18,71,ALIWAL STREET,1,1,na,“On the Road Again” is a performance work by Artistic Director Lee Wen. The performance will be held at the Independent Archive & Resource Centre (iARC) on the occasion of the centre's opening.,General,na
2018,PISSED JULIE ??????,NINE YEARS THEATRE LTD.,CHINESE,Play,17/05/18,20/05/18,20,MERBAU ROAD,na,na,na,"""Pissed Julie"" is an adaptation of the 1888 Swedish play ""Miss Julie"" written by August Strindberg. The play will be performed in a mix of Mandarin and Cantonese with English surtitles.",Advisory,Some Mature Content
2018,"""JUST DESSERTS"" MUSICAL THEATRE SHOWCASE",JOHN & DENIECE GLEE STUDIOS LLP,ENGLISH,Play,11/3/2018,11/3/2018,3615,JALAN BUKIT MERAH,8,na,GATEWAY THEATRE,Indoor musical play themed on desire.,General,na
2018,POTONG,TEATER EKAMATRA LTD.,MALAY,Play,21/03/18,25/03/18,85,SULTAN GATE,1,1,na,“Potong” is a Malay play that explores the themes of memory and identity through the story of Adam as he journeys into adulthood.,Advisory 16,Mature Content and Coarse Language
2018,CAKAP PASAL REMAJA - PROJECT 9KHIR,MASJID MUJAHIDIN,MALAY,Play,23/02/18,24/02/18,28,ALIWAL STREET,na,na,na,"Stricken with terminal cancer, theatre director Hafiz teams up with Syafiq, his former student and friend, to produce his final play that focusses on Islamic values as its central theme.  In the process, they meet amateur actors, each with their own idiosyncrasies and emotional baggage resulting in a clash of personalities.  Despite this, they are able to put aside their differences for a common goal – to impart good societal and Islamic values to their audience.",General,na
2018,MANDARIN DOUBLE BILL : WHEN THE COLD WIND BLOWS & G.F.E,WILD RICE LTD,CHINESE,Play,12/7/2018,15/07/18,1,MCNALLY STREET,1,na,LASALLE COLLEGE OF THE ARTS,"“Mandarin Double Bill: When the Cold Wind Blows & G.F.E.”, features two short plays titled “?: When the Cold Wind Blows”, which revolves around an ex-National Service (NS) man who was conscripted to the army barracks at Pulau Tekong, but despite having left the island ten years ago, he finds himself dreaming often about being back there; and “G.F.E.”, which revolves around two friends as they reveal memories of their past relationships with women while paying a visit to the red light district at Geylang.",R18,Mature Content and Strong Coarse Language
2018,AN ACTRESS PREPARES,WILD RICE LTD,ENGLISH,Play,18/07/18,22/07/18,1,MCNALLY STREET,na,na,LASALLE COLLEGE OF THE ARTS,"Presented as part of this year’s Singapore Theatre Festival, “An Actress Prepares”, which is written by Alfian Sa’at and directed by Aidil ‘Alin’ Mosbit, is a monologue performed by local theatre practitioner Siti Khalijah Zainal (also known as Siti K). Inspired by world-renowned Russian actor/director Konstantin Stanislavski’s manual on acting, the performer shares with the audience her personal journey and the difficulties she faced in her career.",Advisory,Some Mature Content
2018,"FRAMED, BY ADOLF",THE FINGER PLAYERS LTD,ENGLISH,Play,15/06/18,17/06/18,9,EMPRESS PLACE,na,na,VICTORIA THEATRE,"""Framed, by Adolf"" is the second play of a trilogy presented by The Finger Players. The play follows a woman claiming to have discovered a great painting, supposedly by Adolf Hitler himself that will re-write art history.",Advisory 16,Mature Content and Some Coarse Language
2018,CITIZEN DOG ???,THE FINGER PLAYERS LTD,CHINESE,Play,8/6/2018,10/6/2018,na,EMPRESS PLACE,na,na,VICTORIA THEATRE,"""Citizen Dog"" is a mandarin play which describes an absurd and sensualized dreamscape taking place in a studio, inspired from a Chinese anthology titled ""Strange Stories from a Chinese Studio"".",Advisory 16,Some Mature Content and Coarse Language
2018,HOMECOMING,THE FINGER PLAYERS LTD,OTHERS,Play,5/3/2018,5/3/2018,na,ANG MO KIO AVENUE 10,1,1143,TECK GHEE HEARTLANDS,"""Homecoming"" is a free puppetry performance which revolves around a girl and her parents. In between, the girl accidentally meets the character Moon Baby from outer space and the family rediscovers what home and being a family means. The performance will be performed in a mix of English, Mandarin, Hokkien and Teochew.",General,na
2018,CROSS TALK PLAY - THE BEST GIFT,YOUNG PEOPLE'S PERFORMING ARTS ENSEMBLE LTD,CHINESE,Play,6/4/2018,7/4/2018,na,VICTORIA STREET,3,1,NATIONAL LIBRARY BUILDING,Indoor play about the thought behind giving gifts to loved ones.,General,na
2018,HOMECOMING,THE FINGER PLAYERS LTD,OTHERS,Play,10/3/2018,10/3/2018,97A,ALJUNIED CRESCENT,na,na,SHELTERED PAVILION,"""Homecoming"" is a free puppetry performance to charity organisations over 9 days in March 2018.",General,na
2018,HOMECOMING ????,THE FINGER PLAYERS LTD,OTHERS,Play,8/3/2018,8/3/2018,26,SIN MING INDUSTRIAL EST SECTOR A,1,158,na,"The free puppetry performance revolves around a girl and her parents. In between, the girl accidentally meets the character Moon Baby from outer space and the family rediscovers what home and being a family means. The performance will be performed in a mix of English, Mandarin, Hokkien and Teochew.",General,na
2018,HOMECOMING ????,THE FINGER PLAYERS LTD,OTHERS,Play,5/3/2018,5/3/2018,na,TAMPINES STREET 41,na,na,na,"The free puppetry performance revolves around a girl and her parents. In between, the girl accidentally meets the character Moon Baby from outer space and the family rediscovers what home and being a family means. The performance will be performed in a mix of English, Mandarin, Hokkien and Teochew.",General,na
2018,LEMONS LEMONS LEMONS LEMONS LEMONS,MOHAMAD SHAIFULBAHRI BIN SAWALUDDIN,ENGLISH,Play,4/4/2018,7/4/2018,28,ALIWAL STREET,na,na,na,"“Lemons Lemons Lemons Lemons Lemons” is a play that revolves around a couple, Bernadette and Oliver who first meet in a cat cemetery and subsequently move in together.  Oliver’s past relationship with his former girlfriend, Julie causes Bernadette to feel jealous while Bernadette’s profession as a divorce lawyer presents a problem to Oliver.  Their relationship is put to the test when the government introduces a draconian “hush law” which gives the citizens a daily word limit of 140 spoken words each. Against the constraints of the new law, Bernadette and Oliver think of ways to communicate with each other.  However, they soon discover how handicapped and powerless they are without the ability and freedom to use words.",Advisory,Some Mature Content and Coarse Language
2018,AVVAI - THE TWITTER POET,ATHIPATHI INTERNATIONAL THEATRE LTD.,TAMIL,Play,5/4/2018,6/4/2018,na,ANG MO KIO AVENUE 8,3,na,na,"A play about the creative works of an ancient female Tamil poet, Avvaiyar.",General,na
2018,MISSING,ASHLEY SIM SHUYI,ENGLISH,Play,18/04/18,20/04/18,na,WATERLOO STREET,na,na,na,"""Missing” is a play that revolves around the main theme of youth mental health, and takes a closer look at how depression, anxiety, eating disorders, and self-harm can have an impact on an individual’s life.",Advisory,Some Mature Content and Coarse Language
2018,ALTER EGOS,LOH AN LIN,ENGLISH,Play,9/3/2018,11/3/2018,393,JOO CHIAT PLACE,na,na,na,"“Alter Egos” is an indoor play about the struggles of a couple, namely a pond cleaner and a prostitute, who are stuck at the bottom of the social hierarchy.",Advisory 16,Some Sexual References
2018,MOLIERE ET MOI,SING'THEATRE LTD.,OTHERS,Play,12/4/2018,15/04/18,na,SARKIES ROAD,na,na,na,"""Moliere Et Moi"" is a dialogue between Moliere, a famous 17th century French playwright, and a modern day man. The play focuses on aspects of Moliere's life and works.",General,na
2018,SOUVENIRS,SING'THEATRE LTD.,ENGLISH,Play,19/09/18,29/09/18,na,MERBAU ROAD,na,na,na,"""Souvenirs"" is a play that reinterprets the life story of Florence Foster Jenkins, a New York socialite who became famous for trying to be an opera singer and failing badly.  Despite being completely tone deaf, she is convinced that she can sing and hires an accompanist, Cosme McMoon.",General,na
2018,FROM SCRATCH 2018,BUDS THEATRE,OTHERS,Play,23/03/18,25/03/18,180,JOO CHIAT ROAD,2,1,na,"“From Scratch 2018”, a triple bill by Buds Theatre, features three short plays titled “Friends”, “Kasih Ibu” and “Stefan”. Each of the plays explores a different subject matter.",Advisory,Some Mature Content and Coarse Language
